#,Variable,Type,Label,Calculated,Source, Definition- From IPEDS glossary and Data Dictionary unless variable is calculated,New/Revised Variable,,,,,
26,carnegie2010,Num,Carnegie Classification 2010,Yes,Institutional Characteristics,"The 2010 Carnegie Classification includes all colleges and universities in the United States that are degree-granting and accredited by an agency recognized by the U.S. Secretary of Education. The 2010 edition classifies institutions based on their degree-granting activities from the fall of 2008 through the spring of 2009.         
",new variable,,,,,
27,carnegiegrp_2010,Num,Carnegie Classification 2010 (Collapsed),Yes,Institutional Characteristics,A collapsed version of the Carnegie Classification 2010.  ,new variable,,,,,
28,carnegie_sector_2010,Num,Carnegie Classification 2010 by Sector,Yes,Institutional Characteristics,"The groupings created by the interaction of CarnegieGrp_2010 and Sector_revised. 
",new variable,,,,,
29,flagship,Num,Flagship institution status,No,"Gerald, Danette, and Kati Haycock. 2006. Engines of Inequality: Diminishing Equity in the Nation's Premier Public Universities. Washington, DC: The Education Trust.","Indicates if an institution is a flagship institution. Flagship can indicate either the oldest campus in a public state higher education system, or it can mean any of the larger and better-known campuses.   Each state has only one flagship institution. ",,,,,,
30,landgrnt,Num,Land grant institution status,No,Institutional Characteristics,"Indicates if an institution is a land grant college. A land-grant college or university is an institution that has been designated by its state legislature or Congress to receive the benefits of the Morrill Acts of 1862 and 1890. The original mission of these institutions, as set forth in the first Morrill Act, was to teach agriculture, military tactics, and the mechanic arts as well as classical studies so that members of the working classes could obtain a liberal, practical education.",,,,,,
31,hbcu,Num,Historically Black College or University status,No,Institutional Characteristics,"Indicates whether the institution is one of the Historically Black College or University (HBCU) institutions; the codes are: 1=yes; 2=no; -3=not available. 

Historically Black Colleges and Universities (HBCU) - The Higher Education Act of 1965, as amended, defines an HBCU as: ""...any historically black college or university that was established prior to 1964, whose principal mission was, and is, the education of black Americans, and that is accredited by a nationally recognized accrediting agency or association determined by the Secretary [of Education] to be a reliable authority as to the quality of training offered or is, according to such an agency or association, making reasonable progress toward accreditation."" Federal regulations (20 USC 1061 (2)) allow for certain exceptions to the founding date. 
",,,,,,
32,hsi,Num,Hispanic Serving Institution status,No,Institutional Characteristics,"Indicates whether the institution is a Hispanic Serving Institution;                                                                                                                                                                                                        The Higher Education Act, 20 USCA Section 1101a defines a Hispanic-serving institution as an institution of higher education that (a) is an eligible institution; (b) at the time of application, has an enrollment of undergraduate full-time equivalent students that is at least 25 percent Hispanic students; and (c) provides assurances that not less than 50 percent of the institution's Hispanic students are low-income individuals.",,,,,,
33,medical,Num,Institution grants a medical degree,No,Institutional Characteristics,Indicates whether the institution grants a medical degree; ,,,,,,
34,hospital,Num,Institution has hospital,No,Institutional Characteristics,Indicates whether the institution has hospital; ,,,,,,
35,cpi_index,Num,CPI Index,No,Calculated from Bureau of Labor Statistics data,"This is a fiscal-year (July-June) index calculated from the Consumer Price Index for Urban Consumers (CPI-U), which represents changes in prices of all goods and services purchased for consumption by urban households, and can be used to adjust for inflation.  This index must first be converted into a scalar/multiplier before it can be used to convert current dollars into constant dollars. For users who want to convert data into 2010 dollars, the variable CPI_Scalar_2010 has already been created to inflate current dollars into 2010 dollars.",,,,,,
36,cpi_scalar_2012,Num,CPI scalar,Yes ,CPI_index/2012 Fiscal year CPI Index number,"The CPI-U scalar is a fiscal year (July-June) index derived from the CPI_Index, providing a measure to translate current dollar values into inflation-adjusted 2012 dollars (to convert current dollars into 2012 dollars, divide current dollar amounts by the CPI_scalar_2012 variable). ",revised variable,,,,,
37,hepi_index,Num,HEPI Index,No,Commonfund Institute,"The Higher Education Price Index (HEPI) is a measure of the inflation rate applicable to higher education in the U.S.; more specifically, the increase in costs for a defined basket of goods and services typically purchased by institutions of higher education. The index is calculated on a fiscal year basis ending each June 30, by the Commonfund Institute, a branch of Commonfund.  This index must first be converted into a scalar/multiplier before it can be used to convert current dollars into constant dollars.",,,,,,
38,hepi_scalar_2012,Num,HEPI scalar,Yes,HEPI_index/2012 HEPI Index,"The HEPI scalar is derived from the HEPI_Index, providing a measure to translate current dollar values into inflation-adjusted 2012 dollars (to convert current dollars into 2012 dollars, divide current dollar amounts by the HEPI_scalar_2012 variable). ",revised variable,,,,,
39,heca_index,Num,HECA Index,No,State Higher Education Executive Officers (SHEEO),SHEEO developed the Higher Education Cost Adjustment (HECA)  for estimating inflation in the costs paid by colleges and universities for a given year. HECA is constructed from two federally developed and maintained price indices–the Employment Cost Index (ECI) and the Gross DomesticProduct Implicit Price Deflator (GDP IPD). This index must first be converted into a scalar/multiplier before it can be used to convert current dollars into constant dollars.,,,,,,
40,heca_scalar_2012,Num,HECA scalar,Yes,HECA_index/2012 HECA Index,"The HECA scalar is derived from the HECA_Index, providing a measure to translate current dollar values into inflation-adjusted 2012 dollars (to convert current dollars into 2012 dollars, divide current dollar amounts by the HECA_scalar_2012 variable). ",revised variable,,,,,
41,has_instruction,Num,Reported instructional expenditures,Yes,,Indicates if an institution reported instructional expenditures (one of three variables used to determine if institutions are eligible to be in matched sets). ,,,,,,
42,has_fte,Num,Reported total FTE,Yes,,Indicates if an institution reported fall FTE enrollment (one of three variables used to determine if institutions are eligible to be in matched sets). ,,,,,,
43,has_completions,Num,Reported total completions,Yes,,Indicates if an institution reported completions (one of three variables used to determine if institutions are eligible to be in matched sets). ,,,,,,
44,has_all,Num,"Reported instructional expenditures, total FTE, and total completions",Yes,,"Indicates if an institution reports the three variables (instructional expenditures, FTE enrollment, and total completions) necessary for inclusion in the matched sets.",,,,,,
45,matched_n_87_12_26,Num,Institution has all three flags for all years between 1987 and 2012,Yes,,"Identifies 2- and 4-year, public and private institutions eligible for a 26-year panel set (institutions reported completions, fte enrollment, and instructional expenditures every year from 1987-2012). Institutions with outlier data and institutions in U.S. Territories are excluded.",revised variable,,,,,
46,matched_n_02_12_11,Num,Institution has all three flags for all years between 2002 and 2012,Yes,,"Identifies 2- and 4-year, public and private institutions eligible for a 11-year panel set (institutions reported completions, fte enrollment, and instructional expenditures every year from 2002-2012). Institutions with outlier data and institutions in U.S. Territories are excluded.",revised variable,,,,,
47,matched_n_07_12_6,Num,Institution has all three flags for all years between 2007 and 2012,Yes,,"Identifies 2- and 4-year, public and private institutions eligible for a 6-year panel set (institutions reported completions, fte enrollment, and instructional expenditures every year from 2007-2012). Institutions with outlier data and institutions in U.S. Territories are excluded.",revised variable,,,,,
48,fte_count,Num,Total fall FTE student enrollment,Yes,Enrollment-Fall by Race    ,Full-time equivalent enrollments are derived from the enrollment by race/ethnicity section of the fall enrollment survey. The full-time equivalent of an institution's part-time enrollment is estimated by multiplying part-time enrollment by factors that vary by control and level of institution and level of student; the estimated full-time equivalent of part-time enrollment is then added to the full-time enrollment of the institution.  This formula is used by the U.S. Department of Education to produce the full-time equivalent enrollment data published annually in the Digest of Education Statistics. ,,,,,,
49,fte12mn,Num,Total 12-month FTE student enrollment,Yes,Enrollment-12month (downloaded from IPEDS data center),"The 12-month full-time-equivalent (FTE) enrollments are derived from the 12-month instructional activity portion of the Enrollment component (data for this variable are only available for 2004+). FTE enrollment is the sum of the institutions’ FTE undergraduate and graduate enrollment, plus the estimated FTE of first-professional students. Undergraduate and graduate FTE are calculated using the  12-month instructional activity reported for credit and/or contact hours,with calculation factors . First-professional FTE is estimated by calculating the ratio of full-time to part-time first-professional students from the fall enrollment counts and applying this ratio to the 12-month unduplicated headcount of first-professional students. The estimated number of full-time first professional students is added to one-third of the estimated number of part-time first professional students. ",,,,,,
50,tuition01,Num,Unrestricted tuition and fees revenue,No,Finance-revenues,Revenue from tuition and fees that can be used at the discretion of the institution.,,,,,,
51,tuition02,Num,Restricted tuition and fees revenue,No,Finance-revenues,Revenue from tuition and fees that is earmarked to go toward certain expenses.,,,,,,
52,tuition03,Num,Gross tuition and fees revenue,See data mapping file,Finance-revenues,Total revenue from tuition and fees (including student aid applied to tuition and fees).,,,,,,
53,nettuition01,Num,Net tuition and fees revenue,Yes,Finance-revenues; sum(tuition03-institutional_grant_aid),Net tuition revenue is the amount of money the institution takes in from students after institutional grant aid is provided (this is not the same as the net tuition number available in IPEDS which is net of all discounts and allowances applied to tuition and fees). ,,,,,,
54,net_student_tuition,Num,Net tuition directly from students,Yes,"Finance-revenues; nettuition01-sum(grant01,grant02,grant03,grant04)","Net tuition revenue coming directly from students (not including Pell, Federal, State, and Local grants).",,,,,,
55,federal03,Num,Revenue from federal appropriations,No,Finance-revenues,Revenue received by the institution through acts of a federal legislative body (except grants and contracts).,,,,,,
56,state03,Num,Revenue from state appropriations,No,Finance-revenues,"Revenues received by the institution through acts of a state legislative body (except grants and contracts and capital appropriations). Funds reported in this category are for meeting current operating expenses, not for specific projects or programs",,,,,,
57,local03,Num,Revenue from local appropriations,No,Finance-revenues,"Revenues from appropriations by a governmental entity below the state level. Education district taxes include all tax revenues assessed directly by an institution or on behalf of an institution when the institution will receive the exact amount collected. These revenues also include similar revenues that result from actions of local governments or citizens (such as through a referendum) that result in receipt by the institution of revenues based on collections of other taxes or resources (sales taxes, gambling taxes, etc.).",,,,,,
58,state_local_app,Num,Revenue from state and local appropriations,Yes,"Finance-revenues; sum(state03, local03)",The total amount of revenue from state and local appropriations.,,,,,,
59,federal07,Num,Revenue from federal grants and contracts,See data mapping file,Finance-revenues,"Revenues from federal governmental agencies that are for training programs, research, or public service activities for which expenditures are reimbursable under the terms of a government grant or contract. Includes Pell Grants for GASB institutions, and those FASB institutiosn that do not treat it as a pass-through to tuition revenues.",,,,,,
60,federal07_net_pell,Num,"Revenue for federal grants and contracts, less Pell grants",Yes,"Finance-revenues; sum(federal07, (-1*grant01)) if >0; else = federal07","Revenues from federal governmental agencies that are for training programs, research, or public service activities for which expenditures are reimbursable under the terms of a government grant or contract. Pell Grants are excluded if they were reported as federal grants.",,,,,,
61,state06,Num,Revenue from state grants and contracts,See data mapping file,Finance-revenues,Revenues from state government agencies that are for training programs and similar activities for which amounts are received or expenditures are reimbursable under the terms of a state or local government grant or contract.,,,,,,
62,local06,Num,Revenue from local grants and contracts,See data mapping file,Finance-revenues,Revenues from local government agencies that are for training programs and similar activities for which amounts are received or expenditures are reimbursable under the terms of a local government grant or contract.,,,,,,
63,state_local_grant_contract,Num,Revenue from state and local grants and contracts,Yes,"Finance-revenues; sum(state06, local06)",The total amount of revenue from state and local grants and contracts.,,,,,,
64,federal10,Num,"Revenue from federal appropriations, grants and contracts",See data mapping file,Finance-revenues,"The total amount of revenue coming from federal appropriations, grants, and contracts.",,,,,,
65,federal10_net_pell,Num,"Revenue for federal appropriations, grants, and contracts, less Pell grants",Yes,"Finance-revenues; sum(federal10, (-1*grant01)) if >0; else federal10","The total amount of revenue coming from federal appropriations, grants, and contracts. Pell Grants are excluded if they were reported as federal grants.",,,,,,
66,state09,Num,"Revenue from state and local appropriations, grants and contracts",See data mapping file,Finance-revenues,"The total amount of revenue coming from state and local appropriations, grants, and contracts.",,,,,,
67,fed_state_loc_grants_con,Num,"Revenue from federal appropriations and federal, state, and local grants and contracts",Yes,"Sum(federal10_net_pell,state_local_grant_contract)","The total amount of revenue coming from federal appropriations, grants, and contracts.",,,,,,
68,private03,Num,"Revenue from private gifts, grants, and contracts",No,Finance-revenues,"Revenues from private donors for which no legal consideration is involved and from private contracts for specific goods and services provided to the funder as stipulation for receipt of the funds. Includes only those gifts, grants, and contracts that are directly related to instruction, research, public service, or other institutional purposes. Includes monies received as a result of gifts, grants, or contracts from a foreign government. Also includes the estimated dollar amount of contributed services.",,,,,,
69,affiliate01,Num,Revenue from total contributions from affiliated entities,No,Finance-revenues,"Revenues from non-consolidated affiliated entities, such as fund raising foundations, booster clubs, other institutionally-related foundations, and similar organizations created to support the institution or organizational units of the institution. General purpose financial statements for FASB institutions include a separate line for these revenues; GASB institutions classify such revenues as private gifts.",,,,,,
70,investment01,Num,Revenue from investment return,No,Finance-revenues,"Investment income is revenues derived from the institution's investments, including investments of endowment funds. Such income may take the form of interest income, dividend income, rental income or royalty income and includes both realized and unrealized gains and losses at FASB institutions.",,,,,,
71,endowment03,Num,Revenue from endowment earnings,No,Finance-revenues,"Endowment income includes: (1) the unrestricted income of endowment and similar funds; (2) restricted income of endowment and similar funds to the extent expended for current operating purposes, and (3) income from funds held in trust by others under irrevocable trusts. Excludes capital gains or losses unless the institution has adopted a spending formula by which it expends not only the yield but also a prudent portion of the appreciation of the principal. Does not include gains spent for current operations, which are treated as transfers. IPEDS data on endowment earnings are not consistent between institutions, because institutions structure their endowments differently. Endowment earnings stopped being reported to IPEDS in 1997 for FASB reporting institutions and 2002 for GASB reporting institutions; these funds are now reported in the investment returns variable for FASB institutions and private gifts, grants, and contracts for GASB reporting institutions.  ",,,,,,
72,priv_invest_endow,Num,"Revenue from affiliated entitites, private gifts, grants, and contracts; investment returns; and endowment earnings",Yes,"Finance-revenues;sum(affiliate01,priv_invest_endow)","The total amount of revenue coming from affiliated entitites, private gifts, grants and contracts, investment returns and endowment earnings.  Endowment earnings stopped being reported to IPEDS in 1997 for FASB reporting institutions and 2002 for GASB reporting institutions.",,,,,,
73,edactivity03,Num,Revenue from sales and services of educational activities,No,Finance-revenues,"Revenues from the sales of goods or services that are incidental to the conduct of instruction, research or public service. Examples include film rentals, sales of scientific and literary publications, testing services, university presses, dairy products, machine shop products, data processing services, cosmetology services, and sales of handcrafts prepared in classes.",,,,,,
74,auxiliary03,Num,Revenue from auxiliary enterprises,See data mapping file,Finance-revenues,"Revenues generated by or collected from the auxiliary enterprise operations of the institution that exist to furnish a service to students, faculty, or staff, and that charge a fee that is directly related to, although not necessarily equal to, the cost of the service. Auxiliary enterprises are managed as essentially self-supporting activities. Examples are residence halls, food services, student health services, intercollegiate athletics, college unions, college stores, and movie theaters.",,,,,,
75,hospital03,Num,Revenue from hospitals,No,Finance-revenues,"Revenues generated by a hospital operated by the postsecondary institution. Includes gifts, grants, appropriations, research revenues, endowment income, and revenues of health clinics that are part of the hospital unless such clinics are part of the student health services program. Sales and service revenues are included net of patient contractual allowances. Revenues associated with the medical school are included elsewhere. Also includes all amounts appropriated by governments (federal, state, local) for the operation of hospitals.",,,,,,
76,other03,Num,Revenue from other sources,No,Finance-revenues,"Other sources of revenues not covered elsewhere in the collection of IPEDS Finance data from schools reporting under the pre GASB 34/35 Standards. Examples are interest income and gains (net of losses) from investments of unrestricted current funds, miscellaneous rentals and sales, expired term endowments, and terminated annuity or life income agreements, if not material. Also includes revenues resulting from the sales and services of internal service departments to persons or agencies external to the institution (e.g., the sale of computer time).",,,,,,
77,other04,Num,Other nonoperating revenues,No,Finance-revenues,"Other nonoperating revenues (e.g. revenues that are not in direct exchange for goods and services)  that are not collected elsewhere in IPEDS.  This is a variable that is calculated as a residual in IPEDS, and should include funds from the American Reinvestment and Recovery Act in addition to other miscellaneous revenues.",,,,,,
78,independent03,Num,Revenue from independent operations,No,Finance-revenues,"Revenues associated with operations independent of or unrelated to the primary missions of the institution (i.e., instruction, research, public service) although they may contribute indirectly to the enhancement of these programs. Generally includes only those revenues associated with major federally funded research and development centers. Net profit (or loss) from operations owned and managed as investments of the institution's endowment funds is excluded.",,,,,,
79,other05,Num,"Revenue from hospitals, independent operations and other sources",Yes,"Finance-revenues; sum(hospital03,other03, other04, independent03)","The total amount of revenue from hospitals, independent operations, and other sources.",,,,,,
80,auxother_rev,Num,"Revenue from auxiliary, hospitals, independent operations, sales and services of educational activities, and other sources",Yes,"Finance-revenues; sum(auxiliary03,other05, edactivity03)","The total amount of revenue from auxiliary enterprises, hospitals, independent operations, and other sources. This variable is used in the calculation of tot_revenue_w_auxhosp_sum.",,,,,,
81,stable_operating_rev,Num,"Total revenue without affiliated entities, private gifts, investment returns, and endowment earnings",Yes,"Finance-revenues; sum(nettuition01, state_local_app, state_local_grant_contract, federal10_net_pell, auxother_rev)","Total revenue including revenue from auxiliary, hospitals, and other independent operations. Includes the sum of tuition; federal, state, and local appropriations, grants, and contracts; auxiliaries; hospitals; and other independent operations; excludes revenues from affiliated entitities, private gifts, grants, and contracts; investment return; endowment earnings.",,,,,,
82,total03_revenue,Num,Total current funds revenues (IPEDS),See data mapping file,Finance-revenues,"The inflow of resources or other enhancement of net assets (or fund balance) of an institution or settlements of its liabilities (or a combination of both) from delivering or producing goods, rendering services, or other activities that constitute the institution's ongoing major or central operations. Includes revenues from fees and charges, appropriations, auxiliary enterprises, and contributions and other nonexchange transactions. Revenues are reported net of discounts and allowances (that is, the revenue reported is reduced by the amount of discounts and allowances) for FASB institutions and for GASB institutions that have implemented GASB Statement No. 34.",,,,,,
83,tot_rev_wo_auxother_sum,Num,"Total revenue (without auxiliary, hospital, independent operations, and other sources)",Yes,"Finance-revenues; sum(nettuition01, federal10_net_pell, state_local_app, state_local_grant_contract, priv_invest_endow)","Total revenue excluding revenue from auxiliary, hospitals, and other independent operations. Includes the sum of tuition; federal, state, and local appropriations, grants, and contracts; affiliated entities, private gifts, grants, and contracts; investment return; and endowment earnings. ",,,,,,
84,tot_rev_w_auxother_sum,Num,"Total revenue (with auxiliary, hospital, independent operations, and other sources)",Yes,"Finance-revenues; sum(nettuition01, state_local_app, state_local_grant_contract, federal10_net_pell, priv_invest_endow, auxother_rev)","Total revenue including revenue from auxiliary, hospitals, and other independent operations. Includes the sum of tuition; federal, state, and local appropriations, grants, and contracts; affiliated entities, private gifts, grants, and contracts; investment return; endowment earnings; auxiliaries; hospitals; and other independent operations.",,,,,,
85,unrestricted_revenue,Num,Unrestricted current funds,Yes,"Finance-revenues; sum(tuition03,state_local_app, priv_invest_endow)","All funds received for which no stipulation was made by the donor or other external agency as to the purpose for which the funds should be expende (includes tuition, state and local appropriations, and private gifts, investment returns, and endowment income).",,,,,,
86,restricted_revenue,Num,Restricted current funds,Yes,"Finance-revenues; sum(state_local_grant_contract, federal10_net_pell, auxother_rev)","Funds available for financing operations but which are limited by donors or other external agencies to specific purposes, programs , departments, or schools (includes state and local grants and contracts, federal appropriations, grant and contracts, auxiliary enterprises, hospitals, independent operations, and other sources). These funds are subject to externally imposed restrictions which are different from the internal designations imposed by the governing board on unrestricted funds.",,,,,,
87,tuition_reliance_a1,Num,Share of operating revenues from net tuition (includes basic revenue streams),Yes,"Finance-revenues; nettuition01/sum(nettuition01,federal10_net_pell,state09,private03)","The net tuition share of operating revenues (net tuition; federal, state, and local appropriations grants, and contracts; and private gifts, grants, and contracts).",,,,,,
88,tuition_reliance_b1,Num,Share of operating revenues from net tuition (includes basic revenue streams and endowment earnings),Yes,"Finance-revenues; nettuition01/sum(nettuition01,federal10_net_pell,state09,private03,endowment03)","The net tuition share of operating revenues from basic revenue streams and endowment earnings (net tuition; federal, state, and local appropriations, grants, and contracts; private gifts, grants, and contracts; and endowment earnings).",,,,,,
89,tuition_reliance_c1,Num,Share of operating revenues from net tuition (includes basic revenue streams and investment returns),Yes,"Finance-revenues; nettuition01/sum(nettuition01,federal10_net_pell,state09,private03,investment01)","The net tuition share of operating revenues from basic revenue streams and investment returns (net tuition; federal, state, and local appropriations, grants, and contracts; private gifts, grants, and contracts; and investment returns).",,,,,,
90,tuition_reliance_a2,Num,"Share of operating revenues from net tuition (includes basic revenue streams, sales and services of educational activities, and auxiliary enterprises)",Yes,"Finance-revenues; nettuition01/sum(nettuition01,federal10_net_pell,state09,private03,edactivity03,auxiliary03)","The net tuition share of operating revenues from basic revenue streams; sales and services of educational activities; and auxiliary enterprises, but excluding endowment earnings and investment income (net tuition; federal, state, and local appropriations, grants, and contracts; private gifts, grants, and contracts; sales and services of educational activities; and auxiliary enterprises).",,,,,,
91,tuition_reliance_b2,Num,"Share of operating revenues from net tuition (includes basic revenue streams, endowment earnings, and sales and services of educational activities and auxiliary enterprises)",Yes,"Finance-revenues; nettuition01/sum(nettuition01,federal10_net_pell,state09,private03,endowment03,edactivity03,auxiliary03);"," The net tuition share of operating revenues from basic revenue streams; endowment earnings; sales and services of educational activities; and auxiliary enterprises (net tuition; federal, state, and local appropriations, grants, and contracts; private gifts, grants, and contracts; sales and services of educational activities; auxiliary enterprises; and endowment earnings).",,,,,,
92,tuition_reliance_c2,Num,"Share of operating revenues from net tuition (includes basic revenue streams, investment returns, sales and services of educational activities, and auxiliary enterprises)",Yes,"Finance-revenues; nettuition01/sum(nettuition01,federal10_net_pell,state09,private03,investment01,edactivity03,auxiliary03)","The net tuition share of operating revenues from basic revenue streams; investment returns; sales and services of educational activities; and auxiliary enterprises (net tution; federal, state, and local appropriations, grants, and contracts; private gifts, grants, and contracts; investment returns; sales and services of educational activities; and auxiliary enterprises).",,,,,,
93,govt_reliance_a,Num,Share of operating revenues from government sources (includes basic revenue streams),Yes,"Finance-revenues; sum(federal10_net_pell,state09)/sum(nettuition01,federal10_net_pell,state09,private03)","The federal, state, and local appropriations, grants, and contracts share of operating revenue (net tuition; federal, state, and local appropriations, grants, and contracts; and private gifts, grants, and contracts).",,,,,,
94,govt_reliance_b,Num,Share of operating revenues from government sources (includes basic revenue streams and endowment earnings),Yes,"Finance-revenues; sum(federal10_net_pell,state09)/sum(nettuition01,federal10_net_pell,state09,private03,endowment03)","The federal, state, and local appropriations, grants, and contracts share of operating revenue from basic revenue streams and endowment earnings (net tuition; federal, state, and local appropriations, grants, and contracts; and endowment earnings).",,,,,,
95,govt_reliance_c,Num,Share of operating revenues from government sources (includes basic revenue streams and investment returns),Yes,"Finance-revenues; sum(federal10_net_pell,state09)/sum(nettuition01,federal10_net_pell,state09,private03,investment01)","The federal, state, and local appropriations, grants, and contracts share of operating revenue from basic revenue streams and investment returns (net tuition; federal, state, and local appropriations, grants, and contracts; and investment returns).",,,,,,
96,appliedaid01,Num,Portion of total student aid applied to tuition and fees,No,Finance-Scholarships & Fellowships,Discounts and allowances applied to tuition and fees are reductions to the amount charged for tuition and fees by the application of scholarships and fellowships. This amount is equal to the amount of scholarships applied to tuition and fees.,,,,,,
97,appliedaid02,Num,Portion of total student aid applied to auxiliary enterprises,No,Finance-Scholarships & Fellowships,Discounts and fellowships applied to sales and services of auxiliary enterprises are reductions to the amount charged for auxiliary enterprises such as room and board charges by the application of scholarships and fellowships. This amount is equal to the amount of scholarships and fellowships applied to charges for sales and services of auxiliary enterprises,,,,,,
98,grant01,Num,Pell Grants,No,Finance-Scholarships & Fellowships,Represents the gross amount of Pell grants disbursed or otherwise made available to recipients by the institution.,,,,,,
99,grant02,Num,Other federal grants,No,Finance-Scholarships & Fellowships,"Other federal awards are expenditures for scholarships and fellowships, excluding Pell grants, that were funded from federal government agencies. This includes Supplemental Educational Opportunity Grants (SEOG), State Student Incentive Grants (SSIG), but not loans or College Work Study Program.",,,,,,
100,grant03,Num,State grants,No,Finance-Scholarships & Fellowships,Grants by state government includes expenditures for scholarships and fellowships that were funded by the state.,,,,,,
101,grant04,Num,Local grants,No,Finance-Scholarships & Fellowships,Grants by local government are for scholarships and fellowships that were funded by local government.,,,,,,
102,grant05,Num,Institutional grants (funded),No,Finance-Scholarships & Fellowships,"Institutional grants from restricted sources are expenditures for scholarships and fellowships received from private sources (e.g., businesses, foundations, individuals, foreign governments) that used restricted-expendable net assets of the institution.",,,,,,
103,grant06,Num,Institutional grants (unfunded),No,Finance-Scholarships & Fellowships,"Institutional grants from unrestricted sources are expenditures for scholarships and fellowships from unrestricted net assets of the institution. The institutional matching portion of federal, state, or local grants is reported here, as are athletic scholarships.",,,,,,
104,grant07,Num,Total student aid,No,Finance-Scholarships & Fellowships,"The sum of Pell, Federal, State, Local, and Institutional Grants (funded and unfunded). Total gross scholarships and fellowships is the total amount of all scholarships and fellowships without considering how much was ultimately reported as scholarships and fellowships expenses or discounts and allowances.",,,,,,
